級別,單字,屬性,中文
6,calculator,n.,計算機
6,calligraphy,n.,書法
6,cape,n.,岬
6,capsule,n.,膠囊
6,caption,n./v.,標題
6,captive,adj./n.,俘虜
6,captivity,n.,囚禁
6,cardboard,n.,紙板
6,cardinal,n./adj.,樞機主教
6,carefree,adj.,暢快
6,caretaker,n.,看門人
6,carton,n.,紙盒
6,cashier,n.,出納員
6,casualty,n.,傷亡
6,catastrophe,n.,災難
6,cater,v.,迎合
6,caterpillar,n.,毛蟲
6,cavity,n.,空腔
6,celery,n.,芹菜
6,cellular,adj.,細胞的
6,Celsius,n.,攝氏度
6,cement,n./v.,水泥
6,census,n.,人口普查
6,ceramic,adj./n.,陶瓷製品
6,certify,v.,證明
6,chairperson/chair/ chairman/ chairwoman,n.,主席/主席/主席/主席
6,champagne,n.,香檳酒
6,chant,n./v.,唄
6,charitable,adj.,慈善
6,checkup,n.,清理
6,chemist,n.,化學家
6,chestnut,n./adj.,栗
6,chili,n.,辣椒
6,chimpanzee,n.,黑猩猩
6,chirp,n./v.,嘰嘰喳喳
6,cholesterol,n.,膽固醇
6,cigar,n.,雪茄
6,civilize,v.,教化
6,clam,n.,蛤
6,clasp,v./n.,釦子
6,clearance,n.,清除
6,climax,n./v.,高潮
6,clockwise,adv./adj.,順時針
6,clone,n./v.,複製
6,closure,n.,關閉
6,coalition,n.,聯盟
6,coastline,n.,海岸線
6,collision,n.,碰撞
6,colloquial,adj.,口語化的
6,comet,n.,彗星
6,commonplace,adj./n.,平凡
6,commonwealth,n.,聯邦
6,communicative,adj.,交際的
6,comparative,adj.,比較
6,compass,n./v.,羅盤
6,compile,v.,編譯
6,complement,v./n.,補充
6,complexion,n.,膚色
6,comprehensive,adj.,綜合的
6,compute,v.,計算
6,computerize,v.,電腦化
6,comrade,n.,同志
6,concession,n.,讓步
6,concise,adj.,簡潔的
6,condense,v.,凝結
6,confederation,n.,聯盟
6,congressman/ congresswoman,n.,國會議員/國會女議員
6,conquest,n.,征服
6,conscientious,adj.,盡責的
6,conserve,v./n.,養護
6,consolation,n.,安慰
6,console,n./v.,安慰
6,consonant,n.,輔音
6,conspiracy,n.,陰謀
6,contention,n.,爭論
6,contestant,n.,選手
6,continuity,n.,連續性
6,contradict,v.,頂撞
6,convene,v.,召開
6,coral,n./adj.,珊瑚
6,corpse,n.,屍體
6,correspondence,n.,一致
6,cosmetic,adj.,化妝品
6,cosmetics,n.,化妝品
6,counterpart,n.,對方
6,coupon,n.,優惠券
6,courtyard,n.,庭院
6,cowardly,adj.,膽小
6,cozy,adj.,舒適
6,crackdown,n.,鎮壓
6,cracker,n.,餅乾
6,cram,v.,補習班
6,cramp,n./v.,抽筋
6,crater,n./v.,火山口
6,credible,adj.,可信的
6,crocodile,n.,鱷魚
6,crossing,n.,穿越
6,crutch,n.,拐杖
6,cub,n.,幼獸
6,cucumber,n.,黃瓜
6,cultivate,v.,培育
6,cumulative,adj.,累計
6,curb,n./v.,抑制
6,curfew,n.,宵禁
6,curry,n.,咖哩
6,customary,adj.,習慣的
6,cynical,adj.,憤世嫉俗的
6,dazzle,v./n.,炫
6,deafen,v.,震耳欲聾
6,decisive,adj.,決定性
6,dedication,n.,奉獻
6,deduct,v.,扣除
6,deem,v.,認為
6,default,n./v.,預設
6,defect,n./v.,缺點
6,defiance,n.,蔑視
6,definitive,adj.,確定的
6,dental,adj.,牙科
6,deplete,v.,
6,deprive,v.,剝奪
6,descent,n.,血統
6,despise,v.,鄙視
6,destined,adj.,注定的
6,detach,v.,分離
6,detain,v.,扣留
6,detention,n.,拘留
6,deter,v.,阻止
6,detergent,n.,洗滌劑
6,devour,v.,吞食
6,diabetes,n.,糖尿病
6,dictate,v.,聽寫
6,dictation,n.,聽寫
6,dictator,n.,獨裁者
6,dictatorship,n.,專政
6,diesel,n.,柴油引擎
6,differentiate,v.,區分
6,diplomacy,n.,外交
6,directive,n.,指示
6,disable,v.,停用
6,disastrous,adj.,災難性的
6,disbelief,n.,懷疑
6,discard,v./n.,丟棄
6,discharge,n./v.,釋放
6,disciple,n.,弟子
6,disciplinary,adj.,紀律處分
6,disclosure,n.,揭露
6,discomfort,n./v.,不舒服
6,discreet,adj.,慎重
6,disgrace,n./v.,恥辱
6,dismay,n./v.,沮喪
6,dispensable,adj.,可有可無的
6,dispense,v.,分配
6,disposable,adj./n.,一次性的
6,disposal,n.,處理
6,dispose,v.,處置
6,dissent,n.,異議
6,distraction,n.,分散注意力
6,distress,n./v.,苦惱
6,disturbance,n.,幹擾
6,diversify,v.,多樣化
6,diversion,n.,導流
6,divert,v.,轉移
6,dividend,n.,股利
6,doom,n./v.,厄運
6,dormitory/dorm,n.,宿舍/宿舍
6,downward,adj.,向下
6,downward/downwards,adv.,向下/向下
6,doze,v./n.,瞌睡
6,drastic,adj.,激烈的
6,draught,n.,草稿
6,dresser,n.,梳妝台
6,dressing,n.,敷料
6,dual,adj.,雙重的
6,dubious,adj.,可疑
6,duration,n.,期間
6,dusk,n.,黃昏
6,dwarf,n./v.,矮人
6,dwell,v.,住
6,dwelling,n.,住宅
6,eccentric,adj./n.,偏心
6,eclipse,n./v.,蝕
6,edible,adj.,食用
6,editorial,adj./n.,社論
6,electrician,n.,電工
6,elevate,v.,提升
6,emigrant,n.,移民
6,emigrate,v.,移民
6,emigration,n.,移民
6,encyclopedia,n.,百科全書
6,endeavor,n./v.,努力
6,endowment,n.,捐贈
6,endurance,n.,耐力
6,enhance(ment),v./(n.),增強（增強）
6,enlighten(ment),v./(n.),啟示）
6,enrich(ment),v./(n.),豐富）
6,enroll(ment),v./(n.),註冊）
6,equalize,v.,均衡
6,equate,v.,等同
6,escort,n./v.,護送
6,esteem,n./v.,尊重
6,eternity,n.,永恆
6,evacuate,v.,撤離
6,evergreen,adj./n.,常綠
6,evoke,v.,喚起
6,examinee,n.,考生
6,examiner,n.,考官
6,excel,v.,卓越
6,excerpt,n./v.,摘抄
6,excess,adj./n.,過量的
6,exclusion,n.,排除
6,exempt,adj.,豁免
6,exert,v.,發揮
6,expenditure,n.,支出
6,expiration,n.,過期
6,expire,v.,到期
6,extract,n./v.,提煉
6,extracurricular,adj.,課外
6,eyelash/lash,n.,睫毛/睫毛
6,eyelid,n.,眼皮
6,eyesight,n.,視力
6,fable,n.,寓言
6,faction,n.,派
6,Fahrenheit,n.,華氏度
6,falter,v.,動搖
6,familiarity,n.,熟悉度
6,fascination,n.,魅力
6,feasible,adj.,可行的
6,feeble,adj.,微弱
6,feminine,adj./n.,女性化的
6,fertility,n.,生育力
6,fertilizer,n.,肥料
6,fianc./fiance,n.,未婚夫/未婚夫
6,fin,n.,鰭
6,finite,adj.,有限
6,firecracker,n.,鞭炮
6,fireproof,adj.,防火
6,fishery,n.,漁業
6,flake,n./v.,薄片
6,flaw,n./v.,缺陷
6,flourish,v./n.,繁榮
6,flunk,v./n.,不及格
6,foe,n.,敵人
6,folklore,n.,民俗學
6,formidable,adj.,強大
6,formulate,v.,制定
6,forsake,v.,背叛
6,forthcoming,adj.,即將推出
6,fortify,v.,強化
6,fowl,n.,雞
6,fracture,n./v.,斷裂
6,fragrance,n.,香味
6,fragrant,adj.,香
6,frantic,adj.,瘋狂的
6,freak,n./v.,怪物
6,freeway,n.,高速公路
6,friction,n.,摩擦
6,fume,v./n.,煙
6,fury,n.,憤怒
6,fuse,n./v.,保險絲
6,fuss,n./v.,大驚小怪
6,gallop,n./v.,馳騁
6,gangster,n.,流氓
6,garment,n.,服裝
6,gauge,n./v.,測量
6,gay,adj./n.,同性戀
6,geographical,adj.,地理的
6,geometry,n.,幾何學
6,glacier,n.,冰河
6,glamorous,adj.,迷人的
6,glamour,n.,魅力
6,gleam,n./v.,微光
6,glide,v./n.,滑行
6,glitter,n./v.,閃光
6,gloom,n./v.,愁雲
6,goalkeeper,n.,守門員
6,goodwill,n.,善意
6,gorilla,n.,大猩猩
6,gospel,n.,福音
6,grapefruit,n.,柚子
6,graze,v.,輕擦
6,grease,n./v.,潤滑脂
6,groan,n./v.,呻吟
6,growl,n./v.,咆哮
6,grumble,v./n.,嘰
6,hacker,n.,駭客
6,hail,n./v.,冰雹
6,hamper,v.,阻礙
6,handicap,n./v.,障礙
6,handicraft,n.,手工業
6,harass(ment),v./(n.),騷擾（騷擾）
6,harden,v.,硬化
6,harmonica,n.,口琴
6,harness,n./v.,馬具
6,haunt,v./n.,出沒
6,headphone(s),n.,耳機）
6,healthful,adj.,健康的
6,hearty,adj.,爽朗
6,hedge,n./v.,對沖
6,heighten,v.,增高
6,hemisphere,n.,半球
6,heroic,adj./n.,英勇
6,heroin,n.,海洛因
6,heterosexual,adj./n.,異性
6,hierarchy,n.,等級制度
6,hijack,v./n.,劫持
6,hoarse,adj.,沙啞
6,homosexual,adj./n.,同性戀者
6,honorary,adj.,名譽
6,hospitable,adj.,好客
6,hospitality,n.,款待
6,hospitalize,v.,住院
6,hostel,n.,旅館
6,hover,v./n.,徘徊
6,humiliate,v.,羞辱
6,hunch,n./v.,直覺
6,hurdle,n./v.,欄
6,hybrid,adj./n.,雜交種
6,hygiene,n.,衛生
6,hypocrite,n.,偽君子
6,iceberg,n.,冰山
6,illuminate,v.,照亮
6,imminent,adj.,迫在眉睫的
6,imperative,adj./n.,至關重要的
6,imperial,adj.,帝國的
6,implicit,adj.,隱含的
6,imposing,adj.,雄偉的
6,imprison(ment),v./(n.),監禁（監禁）
6,incline,v./n.,傾斜
6,inclusive,adj.,包容性
6,incur,v.,招致
6,indifference,n.,漠不關心
6,indignant,adj.,憤怒
6,induce,v.,誘發
6,industrialize,v.,工業化
6,infectious,adj.,傳染性的
6,infer,v.,推論
6,inflict,v.,造成
6,inhabit,v.,棲息
6,inhabitant,n.,居民
6,injustice,n.,不公正
6,inland,adj./adv./n.,內陸
6,innumerable,adj.,無數
6,inquire,v.,查詢
6,insistence,n.,堅持
6,instinctive,adj.,本能的
6,intake,n.,攝取量
6,intellect,n.,智力
6,interpreter,n.,口譯員
6,intersection,n.,路口
6,intervene,v.,幹預
6,intimacy,n.,親密感
6,intimidate,v.,威嚇
6,intonation,n.,語調
6,intrigue,n./v.,陰謀
6,intrude,v.,侵入
6,intruder,n.,入侵者
6,invaluable,adv.,無價
6,invariably,adv.,總是
6,inventory,n./v.,存貨
6,ironic,adj.,諷刺的
6,irritable,adj.,煩躁的
6,irritate,v.,刺激
6,isle,n.,小島
6,itch,n./v.,癢
6,ivy,n.,常春藤
6,jade,n.,玉
6,janitor,n.,看門人
6,jasmine,n.,茉莉花
6,jingle,n./v.,叮噹
6,jockey,n./v.,騎師
6,jolly,adj./adv./v./n.,快樂的
6,joyous,adj.,歡樂
6,junction,n.,交界處
6,kin,n./adj.,親屬
6,kindle,v.,點燃
6,knowledgeable,adj.,知識淵博的
6,lad,n.,小伙子
6,landlady,n.,房東
6,landslide,n.,土石流
6,latitude,n.,緯度
6,lavish,adj.,奢侈的
6,layman,n.,外行人
6,layout,n.,佈局
6,lease,n.,租
6,legislator,n.,立法者
6,lengthy,adj.,冗長
6,lesbian,adj.,女同性戀
6,lessen,v.,減少
6,lethal,adj.,致命
6,liable,adj.,容易
6,liberate,v.,解放
6,liberation,n.,解放
6,lieutenant,n.,中尉
6,lifelong,adj.,終身
6,lighten,v.,減輕
6,limp,n./v.,跛行
6,liner,n.,襯墊
6,linger,v.,縈繞
6,lining,n.,牙髓保護層
6,liter,n.,公升
6,literacy,n.,識字能力
6,literal,adj.,文字
6,literate,adj./n.,識字的
6,livestock,n.,家畜
6,lizard,n.,蜥蜴
6,locker,n.,置物櫃
6,lodge,n./v.,小屋
6,lofty,adj.,崇高的
6,logo,n.,標識
6,lonesome,adj.,寂寞
6,longevity,n.,長壽
6,longitude,n.,經度
6,lotion,n.,洗劑
6,lottery,n.,抽籤
6,lotus,n.,蓮花
6,loudspeaker,n.,喇叭
6,lucrative,adj.,有利可圖的
6,lullaby,n.,催眠曲
6,lunar,adj.,農曆
6,lure,n./v.,餌
6,lush,adj.,鬱鬱蔥蔥
6,madam/ma’am,n.,女士/女士
6,magnify,v.,放大
6,maiden,adj./n.,少女
6,mainland,n.,大陸
6,majestic,adj.,雄偉
6,majesty,n.,威嚴
6,manuscript,n.,稿
6,maple,n.,楓
6,mar,v.,三月
6,marginal,adj.,邊緣
6,martial,adj.,武術
6,marvel,n./v.,奇蹟
6,mastery,n.,精通
6,mediate,v.,調解
6,medieval,adj.,中世紀
6,meditate,v.,幽思
6,meditation,n.,冥想
6,melancholy,n./adj.,憂鬱的
6,mentality,n.,心理
6,merchandise,n./v.,商品
6,mermaid,n.,美人魚
6,migrant,n./adj.,移民
6,mimic,v./n.,模仿
6,mingle,v.,交融
6,miraculous,adj.,神奇
6,miscellaneous,adj.,各種各樣的
6,mischievous,adj.,惡作劇
6,mistress,n.,情婦
6,mobilize,v.,動員
6,modernization,n.,現代化
6,modernize,v.,現代化
6,momentum,n.,勢頭
6,monarch,n.,君主
6,monetary,adj.,貨幣
6,monotony,n.,單調
6,monstrous,adj.,滔天
6,moody,adj.,喜怒無常
6,morale,n.,士氣
6,mortal,adj./n.,凡人
6,motherhood,n.,母性
6,motto,n.,座右銘
6,mound,n./v.,塚
6,mourn,v.,哀悼
6,mournful,adj.,悲哀
6,mow,v.,刈
6,muse,n.,沉思
6,mustache,n.,鬍子
6,mute,adj./v./n.,沉默的
6,nag,v./n.,嘮叨
6,narrate,v.,敘事
6,narrator,n.,敘述者
6,nationalism,n.,民族主義
6,navigate,v.,導航
6,navigation,n.,導航
6,nearsighted,adj.,近視的
6,nickel,n./v.,鎳
6,nostril,n.,鼻孔
6,notable,adj./n.,值得注意的
6,notorious,adj.,臭名昭著
6,nourish(ment),v./(n.),營養）
6,novice,n.,新手
6,nucleus,n.,核
6,nude,adj./n.,裸體
6,nurture,v./n.,培育
6,oasis,n.,綠洲
6,oath,n.,誓言
6,oatmeal,n.,麥片
6,oblige,v.,義務
6,obsess,v.,纏住
6,obstinate,adj.,頑固
6,occurrence,n.,發生
6,octopus,n.,章魚
6,odor,n.,氣味
6,offshore,adj.,離岸
6,offspring,n.,後代
6,operative,adj.,操作性的
6,oppress,v.,壓迫
6,oppression,n.,壓迫
6,ordeal,n.,考驗
6,orderly,adj./n.,秩序
6,organizer,n.,主辦單位
6,orient,n./v.,東方
6,oriental,adj./n.,東方的
6,originate,v.,起源
6,ornament,n./v.,裝飾品
6,orphanage,n.,孤兒院
6,orthodox,adj.,正統
6,ounce,n.,盎司
6,outbreak,n.,爆發
6,outgoing,adj.,外向的
6,outing,n.,郊遊
6,outlaw,n./v.,取締
6,outlook,n.,前景
6,outnumber,v.,數量多於
6,outrage,n./v.,暴行
6,outrageous,adj.,令人髮指的
6,outright,adj./adv.,徹底的
6,outset,n.,一開始
6,outskirts,n.,郊區
6,outward,adj.,向外
6,outward/outwards,adv.,向外/向外
6,overdo,v.,過度
6,overflow,n./v.,溢出
6,overhear,v.,無意中聽到
6,overlap,n./v.,重疊
6,overwork,n./v.,過度勞累
6,oyster,n.,牡蠣
6,ozone,n.,臭氧
6,packet,n.,包包
6,paddle,n./v.,槳
6,paperback,n.,平裝
6,paradox,n.,悖論
6,paralyze,v.,癱瘓
6,parliament,n.,議會
6,pastime,n.,消遣
6,patriot,n.,愛國者
6,patriotic,adj.,愛國
6,peacock,n.,孔雀
6,pebble,n.,卵石
6,peek,n./v.,窺視
6,pending,adj.,待辦的
6,peninsula,n.,半島
6,perch,n./v.,棲息
6,peril,n./v.,危險
6,perish,v.,淪
6,permissible,adj.,允許的
6,persevere,v.,堅持
6,persistence,n.,堅持
6,persistent,adj.,執著的
6,petrol,n.,汽油
6,petroleum,n.,石油
6,pharmacist,n.,藥師
6,pharmacy,n.,藥局
6,pianist,n.,鋼琴家
6,pickpocket,n.,扒手
6,pilgrim,n.,朝聖
6,pimple,n.,疙瘩
6,pinch,n./v.,捏
6,plague,n.,瘟疫
6,plantation,n.,種植園
6,playwright,n.,劇作家
6,plow,n./v.,犁
6,pneumonia,n.,肺炎
6,polar,adj.,極性
6,ponder,v.,思考
6,pony,n.,小馬
6,populate,v.,填充
6,porter,n.,搬運工
6,posture,n./v.,姿勢
6,potent,adj.,有力的
6,poultry,n.,家禽
6,preach,v.,傳道
6,precede,v.,領先於
6,precedent,n.,先例
6,precision,n.,精確
6,predecessor,n.,前任
6,prehistoric,adj.,史前
6,premiere,n.,首播
6,preside,v.,主持
6,prestige,n.,聲望
6,preventive,adj./n.,預防性的
6,preview,n./v.,預覽
6,priceless,adj.,無價
6,privatize,v.,私有化
6,probe,n.,探測
6,procession,n.,遊行
6,proficiency,n.,熟練程度
6,prohibition,n.,禁止
6,propel,v.,推進
6,prose,n.,散文
6,prosecute,v.,起訴
6,prospective,adj.,預期
6,prototype,n.,原型
6,proverb,n.,諺語
6,provincial,adj./n.,省
6,provisional,adj.,臨時
6,psychiatry,n.,精神病學
6,psychic,adj.,精神
6,psychotherapy,n.,心理治療
6,publicize,v.,宣傳
6,puff,n./v.,噗
6,punctual,adj.,準時
6,purify,v.,淨化
6,purity,n.,純度
6,quake,v./n.,地震
6,qualification,n.,資質
6,radiant,adj./n.,容光煥發的
6,radiate,v./adj.,輻射
6,radioactive,adj.,放射性的
6,radish,n.,蘿蔔
6,radius,n.,半徑
6,rap,n.,饒舌
6,rash,n./adj.,皮疹
6,ratify,v.,核准
6,realization,n.,實現
6,reap,v.,收穫
6,reckless,adj.,魯莽
6,reckon,v.,估計
6,reconcile,v.,調和
6,recreational,adj.,休閒的
6,redundancy,n.,冗餘
6,reef,n.,礁
6,referee,n./v.,裁判
6,referendum,n.,公投
6,refine(ment),v./(n.),細化（細化）
6,reflective,adj.,反光的
6,refresh(ment),v./(n.),刷新（更新）
6,refreshment(s),n.,茶點）
6,refute,v.,反駁
6,rehabilitate,v.,恢復
6,rehearse,v.,排練
6,reign,n./v.,在位
6,rejoice,v.,麾
6,relay,n./v.,中繼
6,relentless,adj.,狠
6,reliance,n.,依賴
6,reliant,adj.,依賴的
6,relic,n.,遺跡
6,remainder,n.,餘
6,reminiscent,adj.,令人懷念的
6,renowned,adj.,著名的
6,reproduce,v.,複製
6,reptile,n./adj.,爬蟲
6,resent(ment),v./(n.),怨恨）
6,reside,v.,居住
6,resistant,adj.,抵抗的
6,respective,adj.,各自
6,restoration,n.,恢復
6,restrain,v.,抑制
6,restraint,n.,克制
6,retort,n./v.,反駁
6,retrieve,v.,取回
6,revelation,n.,啟示
6,revival,n.,復興
6,revive,v.,復活
6,revolt,n./v.,反叛
6,revolve,v.,圍繞
6,rigorous,adj.,嚴格的
6,ripple,n./v.,波紋
6,rivalry,n.,對抗
6,roam,v./n.,漫遊
6,robust,adj.,強壯的
6,rotate,v.,旋轉
6,rotation,n.,旋轉
6,royalty,n.,版稅
6,rubbish,n.,垃圾
6,rugged,adj.,崎嶇
6,ruthless,adj.,無情
6,salute,n./v.,禮炮
6,salvage,v.,打撈
6,sanitation,n.,衛生
6,savage,adj./n./v.,野蠻的
6,scenic,adj.,風景優美的
6,scorn,n./v.,輕蔑
6,scrape,v./n.,刮
6,screwdriver,n.,螺絲起子
6,scroll,n./v.,捲動
6,scrutiny,n.,審查
6,sculptor,n.,雕塑家
6,seagull/gull,n.,海鷗/海鷗
6,seduce,v.,勾引
6,selective,adj.,選擇性的
6,serene,adj.,安詳
6,sergeant,n.,軍士
6,serial,adj.,連續劇
6,sermon,n.,講道
6,serving,n.,服務
6,setback,n.,挫折
6,shabby,adj.,破舊
6,sharpen,v.,銳化
6,shaver,n.,刮鬍刀
6,shortcoming,n.,缺點
6,shortsighted,adj.,短視的
6,shred,n./v.,撕碎
6,shriek,n./v.,尖叫
6,shrub,n.,灌木
6,shuffle,v.,隨機播放
6,shutter,n./v.,快門
6,simplicity,n.,簡單
6,simplify,v.,簡化
6,simultaneous,adj.,同時
6,skeptical,adj.,持懷疑態度的
6,skim,v./n.,撇去
6,slang,n./v.,俚語
6,slash,v./n.,削減
6,slaughter,n./v.,屠宰
6,slay,v.,殺戮
6,sloppy,adj.,馬虎的
6,slum,n./v.,貧民窟
6,slump,n./v.,暴跌
6,sly,adj.,狡猾
6,smuggle,v.,走私
6,sneaker(s),n.,運動鞋）
6,sneaky,adj.,偷偷摸摸的
6,sneeze,n./v.,噴嚏
6,snore,v./n.,鼾
6,sociable,adj.,善於交際
6,socialism,n.,社會主義
6,socialist,n.,社會主義者
6,socialize,v.,社群
6,sociology,n.,社會學
6,solemn,adj.,莊嚴
6,solidarity,n.,團結
6,solitary,adj./n.,孤
6,solitude,n.,孤獨
6,soothe,v.,舒緩
6,sorrowful,adj.,悲傷
6,sovereign,adj./n.,主權
6,spacecraft/spaceship,n.,太空船/太空船
6,span,n./v.,跨距
6,sparrow,n.,麻雀
6,spectacle,n.,奇觀
6,spiral,adj./n./v.,螺旋
6,splendor,n.,輝煌
6,spokesperson/ spokesman/ spokeswoman,n.,發言人/發言人/發言人
6,spontaneous,adj.,自發性的
6,sportsman/sportswoman,n.,男運動員/女運動員
6,sportsmanship,n.,體育精神
6,spotlight,n./v.,聚光燈
6,spur,v./n.,支線
6,stabilize,v.,穩定
6,stagger,v./n.,錯開
6,staple,n./v.,主食
6,starvation,n.,飢餓
6,statesman,n.,政治家
6,stationary,adj.,固定式
6,stationery,n.,靜止的
6,stature,n.,身材
6,statute,n.,法令
6,stepchild,n.,繼子女
6,stepfather,n.,繼父
6,stepmother,n.,後媽
6,stimulation,n.,刺激
6,strait,n.,海峽
6,strangle,v.,扼殺
6,stray,adj./v./n.,流浪
6,stride,n./v.,跨步
6,stroll,n./v.,漫步
6,stun,v.,擊暈
6,stutter,n./v.,口吃
6,stylish,adj.,時髦的
6,subjective,adj./n.,主觀
6,subordinate,adj./n./v.,下屬
6,subscribe,v.,訂閱
6,subscription,n.,訂閱
6,subsidize,v.,資助
6,succession,n.,演替
6,successive,adj.,連續
6,suffocate,v.,窒息
6,suitcase,n.,行李箱
6,summon,v.,召喚
6,superficial,adj.,淺
6,superintendent,n.,主管
6,superiority,n.,優勢
6,superstitious,adj.,迷信的
6,supplement,n./v.,補充
6,suppress,v./n.,壓制
6,surge,n./v.,湧
6,surgical,adj.,外科
6,surname,n.,姓
6,surpass,v.,超過
6,suspense,n.,懸念
6,suspension,n.,暫停
6,swamp,n./v.,沼澤
6,swarm,n./v.,蜂群
6,symbolize,v.,象徵
6,symmetry,n.,對稱
6,sympathize,v.,同情
6,symphony,n.,交響樂
6,synonym,n.,代名詞
6,synthetic,adj./n.,合成的
6,syrup,n.,糖漿
6,tan,n./adj./v.,曬黑
6,tedious,adj.,乏味
6,telecommunications,n.,電信
6,teller,n.,出納員
6,tempo,n.,速度
6,tenant,n./v.,租戶
6,tentative,adj.,暫定的
6,terrace,n./v.,陽台
6,textile,n./adj.,紡織品
6,thereafter,adv.,此後
6,thermometer,n.,溫度計
6,tilt,n./v.,傾斜
6,tiptoe,n./v.,腳尖
6,tiresome,adj.,令人厭煩的
6,token,n.,代幣
6,tornado,n.,龍捲風
6,torrent,n.,激流
6,trademark,n.,商標
6,transcript,n.,成績單
6,transmit,v.,傳送
6,transplant,n./v.,移植
6,treasury,n.,國庫
6,trek,n./v.,跋涉
6,trifle,n./v.,瑣事
6,trillion,n.,百萬
6,tropic,n./adj.,熱帶
6,trout,n.,鱒魚
6,trustee,n.,受託人
6,tuck,v./n.,塔克
6,turmoil,n.,動盪
6,twilight,n.,暮
6,twinkle,n./v.,閃爍
6,unanimous,adj.,一致
6,unconditional,adj.,無條件的
6,underestimate,v./n.,低估
6,underneath,prep./adv./n./adj.,下
6,underpass,n.,地下通道
6,underway,adv.,進行
6,unification,n.,統一
6,unify,v.,統一
6,unveil,v.,揭幕
6,upright,adv./adj./n.,直立
6,uprising,n.,起義
6,upward,adj.,向上
6,upward/upwards,adv.,向上/向上
6,urgency,n.,緊迫性
6,usher,v./n.,引座員
6,utensil,n.,用具
6,utter,adj./v.,說出
6,vaccine,n.,疫苗
6,vanilla,n.,香草
6,vanity,n.,虛榮
6,vapor,n.,汽
6,veil,n./v.,面紗
6,velvet,n./adj.,天鵝絨
6,versatile,adj.,多才多藝的
6,veterinarian/vet,n.,獸醫/獸醫
6,veto,n./v.,否決
6,vibrate,v.,顫動
6,vibration,n.,振動
6,vice,n.,副
6,victor,n.,勝利者
6,vigor,n.,活力
6,vigorous,adj.,蓬勃
6,villa,n.,別墅
6,villain,n.,惡棍
6,vine,n.,藤
6,vineyard,n.,葡萄園
6,violinist,n.,小提琴家
6,virgin,n./adj.,處女
6,vitality,n.,活力
6,vocation,n.,職業
6,vocational,adj.,職業
6,vowel,n.,母音
6,wag,v./n.,搖擺
6,walnut,n.,核桃
6,ward,n./v.,病房
6,wardrobe,n.,衣櫃
6,warrant,n.,保證
6,warranty,n.,保固單
6,waterproof,adj./v.,防水的
6,weary,adj./v.,厭倦
6,wharf,n./v.,碼頭
6,whiskey/whisky,n.,威士忌/威士忌
6,wholesale,adj./adv./n./v.,批發的
6,wholesome,adj.,健康
6,widow/widower,n.,寡婦/鰥夫
6,withhold,v.,扣壓
6,woe,n.,禍患
6,woodpecker,n.,啄木鳥
6,workforce,n.,勞動力
6,wrestle,v./n.,搏鬥
6,wrinkle,n./v.,皺紋
6,yearn,v.,嚮往
6,yoga,n.,瑜珈
6,yogurt,n.,優格
6,zoom,v./n.,飛漲
